,Unnamed: 0,season,task_episode,task_description,task_contestant,task_score
1323,118,Series 3,Episode 5: The F.I.P. (1 November 2016),Prize: Most handsome relative.,Rob Beckett,3
1324,119,Series 3,Episode 5: The F.I.P. (1 November 2016),Prize: Most handsome relative.,Sara Pascoe,1
1325,120,Series 3,Episode 5: The F.I.P. (1 November 2016),Move the water from bucket A to bucket B without moving the buckets.,Al Murray,5
1326,121,Series 3,Episode 5: The F.I.P. (1 November 2016),Move the water from bucket A to bucket B without moving the buckets.,Dave Gorman,0
1327,122,Series 3,Episode 5: The F.I.P. (1 November 2016),Move the water from bucket A to bucket B without moving the buckets.,Paul Chowdhry,3
1328,123,Series 3,Episode 5: The F.I.P. (1 November 2016),Move the water from bucket A to bucket B without moving the buckets.,Rob Beckett,4
1329,124,Series 3,Episode 5: The F.I.P. (1 November 2016),Move the water from bucket A to bucket B without moving the buckets.,Sara Pascoe,3
1330,125,Series 3,Episode 5: The F.I.P. (1 November 2016),"Team: Play Charades across a river, with giant foam hands.",Al Murray,5
1331,126,Series 3,Episode 5: The F.I.P. (1 November 2016),"Team: Play Charades across a river, with giant foam hands.",Dave Gorman,5
1332,127,Series 3,Episode 5: The F.I.P. (1 November 2016),"Team: Play Charades across a river, with giant foam hands.",Paul Chowdhry,5
1333,128,Series 3,Episode 5: The F.I.P. (1 November 2016),"Team: Play Charades across a river, with giant foam hands.",Rob Beckett,0
1334,129,Series 3,Episode 5: The F.I.P. (1 November 2016),"Team: Play Charades across a river, with giant foam hands.",Sara Pascoe,0
1335,130,Series 3,Episode 5: The F.I.P. (1 November 2016),Do something that looks brilliant when sped up or slowed down.,Al Murray,2
1336,131,Series 3,Episode 5: The F.I.P. (1 November 2016),Do something that looks brilliant when sped up or slowed down.,Dave Gorman,3
1337,132,Series 3,Episode 5: The F.I.P. (1 November 2016),Do something that looks brilliant when sped up or slowed down.,Paul Chowdhry,3
1338,133,Series 3,Episode 5: The F.I.P. (1 November 2016),Do something that looks brilliant when sped up or slowed down.,Rob Beckett,5
1339,134,Series 3,Episode 5: The F.I.P. (1 November 2016),Do something that looks brilliant when sped up or slowed down.,Sara Pascoe,5
1340,135,Series 3,Episode 5: The F.I.P. (1 November 2016),Live: Place the lowest unique number of doughnuts on a stick.,Al Murray,0
1341,136,Series 3,Episode 5: The F.I.P. (1 November 2016),Live: Place the lowest unique number of doughnuts on a stick.,Dave Gorman,0
1342,137,Series 3,Episode 5: The F.I.P. (1 November 2016),Live: Place the lowest unique number of doughnuts on a stick.,Paul Chowdhry,0
1343,138,Series 3,Episode 5: The F.I.P. (1 November 2016),Live: Place the lowest unique number of doughnuts on a stick.,Rob Beckett,5
1344,139,Series 3,Episode 5: The F.I.P. (1 November 2016),Live: Place the lowest unique number of doughnuts on a stick.,Sara Pascoe,0
1345,0,Series 4,Episode 1: A fat bald white man. (25 April 2017),Prize: Most interesting autograph on the most interesting vegetable.,Hugh Dennis,1
1346,1,Series 4,Episode 1: A fat bald white man. (25 April 2017),Prize: Most interesting autograph on the most interesting vegetable.,Joe Lycett,2
1347,2,Series 4,Episode 1: A fat bald white man. (25 April 2017),Prize: Most interesting autograph on the most interesting vegetable.,Lolly Adefope,3
1348,3,Series 4,Episode 1: A fat bald white man. (25 April 2017),Prize: Most interesting autograph on the most interesting vegetable.,Mel Giedroyc,4
1349,4,Series 4,Episode 1: A fat bald white man. (25 April 2017),Prize: Most interesting autograph on the most interesting vegetable.,Noel Fielding,5
1350,5,Series 4,Episode 1: A fat bald white man. (25 April 2017),Beautifully destroy a cake.,Hugh Dennis,1
1351,6,Series 4,Episode 1: A fat bald white man. (25 April 2017),Beautifully destroy a cake.,Joe Lycett,5
1352,7,Series 4,Episode 1: A fat bald white man. (25 April 2017),Beautifully destroy a cake.,Lolly Adefope,2
1353,8,Series 4,Episode 1: A fat bald white man. (25 April 2017),Beautifully destroy a cake.,Mel Giedroyc,3
1354,9,Series 4,Episode 1: A fat bald white man. (25 April 2017),Beautifully destroy a cake.,Noel Fielding,4
1355,10,Series 4,Episode 1: A fat bald white man. (25 April 2017),Create the best caricature of the person on the other side of the curtain.,Hugh Dennis,1
1356,11,Series 4,Episode 1: A fat bald white man. (25 April 2017),Create the best caricature of the person on the other side of the curtain.,Joe Lycett,4
1357,12,Series 4,Episode 1: A fat bald white man. (25 April 2017),Create the best caricature of the person on the other side of the curtain.,Lolly Adefope,3
1358,13,Series 4,Episode 1: A fat bald white man. (25 April 2017),Create the best caricature of the person on the other side of the curtain.,Mel Giedroyc,2
1359,14,Series 4,Episode 1: A fat bald white man. (25 April 2017),Create the best caricature of the person on the other side of the curtain.,Noel Fielding,5
1360,15,Series 4,Episode 1: A fat bald white man. (25 April 2017),Fell all the rubber ducks.,Hugh Dennis,5
1361,16,Series 4,Episode 1: A fat bald white man. (25 April 2017),Fell all the rubber ducks.,Joe Lycett,3
1362,17,Series 4,Episode 1: A fat bald white man. (25 April 2017),Fell all the rubber ducks.,Lolly Adefope,4
1363,18,Series 4,Episode 1: A fat bald white man. (25 April 2017),Fell all the rubber ducks.,Mel Giedroyc,1
1364,19,Series 4,Episode 1: A fat bald white man. (25 April 2017),Fell all the rubber ducks.,Noel Fielding,2
1365,20,Series 4,Episode 1: A fat bald white man. (25 April 2017),Live: Make the most juice using certain items and fruit.,Hugh Dennis,4
1366,21,Series 4,Episode 1: A fat bald white man. (25 April 2017),Live: Make the most juice using certain items and fruit.,Joe Lycett,3
1367,22,Series 4,Episode 1: A fat bald white man. (25 April 2017),Live: Make the most juice using certain items and fruit.,Lolly Adefope,1
1368,23,Series 4,Episode 1: A fat bald white man. (25 April 2017),Live: Make the most juice using certain items and fruit.,Mel Giedroyc,5
1369,24,Series 4,Episode 1: A fat bald white man. (25 April 2017),Live: Make the most juice using certain items and fruit.,Noel Fielding,2
1370,25,Series 4,Episode 2: Look at me. (2 May 2017),Prize: Most boastful item.,Hugh Dennis,1
1371,26,Series 4,Episode 2: Look at me. (2 May 2017),Prize: Most boastful item.,Joe Lycett,2
1372,27,Series 4,Episode 2: Look at me. (2 May 2017),Prize: Most boastful item.,Lolly Adefope,4
1373,28,Series 4,Episode 2: Look at me. (2 May 2017),Prize: Most boastful item.,Mel Giedroyc,3
1374,29,Series 4,Episode 2: Look at me. (2 May 2017),Prize: Most boastful item.,Noel Fielding,5
1375,30,Series 4,Episode 2: Look at me. (2 May 2017),Keep a basketball on a running machine for as long as possible.,Hugh Dennis,5
1376,31,Series 4,Episode 2: Look at me. (2 May 2017),Keep a basketball on a running machine for as long as possible.,Joe Lycett,2
1377,32,Series 4,Episode 2: Look at me. (2 May 2017),Keep a basketball on a running machine for as long as possible.,Lolly Adefope,4
1378,33,Series 4,Episode 2: Look at me. (2 May 2017),Keep a basketball on a running machine for as long as possible.,Mel Giedroyc,3
1379,34,Series 4,Episode 2: Look at me. (2 May 2017),Keep a basketball on a running machine for as long as possible.,Noel Fielding,1
1380,35,Series 4,Episode 2: Look at me. (2 May 2017),Paint the best picture of the Taskmaster without touching the red mat.,Hugh Dennis,0
1381,36,Series 4,Episode 2: Look at me. (2 May 2017),Paint the best picture of the Taskmaster without touching the red mat.,Joe Lycett,4
1382,37,Series 4,Episode 2: Look at me. (2 May 2017),Paint the best picture of the Taskmaster without touching the red mat.,Lolly Adefope,2
1383,38,Series 4,Episode 2: Look at me. (2 May 2017),Paint the best picture of the Taskmaster without touching the red mat.,Mel Giedroyc,3
1384,39,Series 4,Episode 2: Look at me. (2 May 2017),Paint the best picture of the Taskmaster without touching the red mat.,Noel Fielding,5
1385,40,Series 4,Episode 2: Look at me. (2 May 2017),Team: Land as much flour on a target without leaving the bandstand.,Hugh Dennis,5
1386,41,Series 4,Episode 2: Look at me. (2 May 2017),Team: Land as much flour on a target without leaving the bandstand.,Joe Lycett,0
1387,42,Series 4,Episode 2: Look at me. (2 May 2017),Team: Land as much flour on a target without leaving the bandstand.,Lolly Adefope,0
1388,43,Series 4,Episode 2: Look at me. (2 May 2017),Team: Land as much flour on a target without leaving the bandstand.,Mel Giedroyc,5
1389,44,Series 4,Episode 2: Look at me. (2 May 2017),Team: Land as much flour on a target without leaving the bandstand.,Noel Fielding,0
1390,45,Series 4,Episode 2: Look at me. (2 May 2017),"Get the egg into an eggcup, without touching the two.",Hugh Dennis,2
1391,46,Series 4,Episode 2: Look at me. (2 May 2017),"Get the egg into an eggcup, without touching the two.",Joe Lycett,3
1392,47,Series 4,Episode 2: Look at me. (2 May 2017),"Get the egg into an eggcup, without touching the two.",Lolly Adefope,5
1393,48,Series 4,Episode 2: Look at me. (2 May 2017),"Get the egg into an eggcup, without touching the two.",Mel Giedroyc,1
1394,49,Series 4,Episode 2: Look at me. (2 May 2017),"Get the egg into an eggcup, without touching the two.",Noel Fielding,4
1395,50,Series 4,Episode 2: Look at me. (2 May 2017),Live: Make the biggest balloon chain whilst keeping eye contact with the Taskmaster.,Hugh Dennis,4
1396,51,Series 4,Episode 2: Look at me. (2 May 2017),Live: Make the biggest balloon chain whilst keeping eye contact with the Taskmaster.,Joe Lycett,2
1397,52,Series 4,Episode 2: Look at me. (2 May 2017),Live: Make the biggest balloon chain whilst keeping eye contact with the Taskmaster.,Lolly Adefope,3
1398,53,Series 4,Episode 2: Look at me. (2 May 2017),Live: Make the biggest balloon chain whilst keeping eye contact with the Taskmaster.,Mel Giedroyc,5
1399,54,Series 4,Episode 2: Look at me. (2 May 2017),Live: Make the biggest balloon chain whilst keeping eye contact with the Taskmaster.,Noel Fielding,3
1400,55,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Prize: Best membership/subscription.,Hugh Dennis,1
1401,56,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Prize: Best membership/subscription.,Joe Lycett,3
1402,57,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Prize: Best membership/subscription.,Lolly Adefope,4
1403,58,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Prize: Best membership/subscription.,Mel Giedroyc,2
1404,59,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Prize: Best membership/subscription.,Noel Fielding,5
1405,60,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Camouflage yourself,Hugh Dennis,4
1406,61,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Camouflage yourself,Joe Lycett,4
1407,62,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Camouflage yourself,Lolly Adefope,2
1408,63,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Camouflage yourself,Mel Giedroyc,1
1409,64,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Camouflage yourself,Noel Fielding,5
1410,65,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),"Team: Make a trailer for ""Taskmaster: The Movie"".",Hugh Dennis,3
1411,66,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),"Team: Make a trailer for ""Taskmaster: The Movie"".",Joe Lycett,2
1412,67,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),"Team: Make a trailer for ""Taskmaster: The Movie"".",Lolly Adefope,2
1413,68,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),"Team: Make a trailer for ""Taskmaster: The Movie"".",Mel Giedroyc,3
1414,69,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),"Team: Make a trailer for ""Taskmaster: The Movie"".",Noel Fielding,2
1415,70,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Persuade three dogs to stand on the red mat.,Hugh Dennis,3
1416,71,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Persuade three dogs to stand on the red mat.,Joe Lycett,5
1417,72,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Persuade three dogs to stand on the red mat.,Lolly Adefope,4
1418,73,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Persuade three dogs to stand on the red mat.,Mel Giedroyc,1
1419,74,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Persuade three dogs to stand on the red mat.,Noel Fielding,4
1420,75,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Transfer water between two fishbowls using only the supplied items.,Hugh Dennis,4
1421,76,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Transfer water between two fishbowls using only the supplied items.,Joe Lycett,5
1422,77,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Transfer water between two fishbowls using only the supplied items.,Lolly Adefope,0
1423,78,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Transfer water between two fishbowls using only the supplied items.,Mel Giedroyc,1
1424,79,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Transfer water between two fishbowls using only the supplied items.,Noel Fielding,3
1425,80,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Live: Take it in turns to say a word of a certain length of letters whenever the music stops.,Hugh Dennis,0
1426,81,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Live: Take it in turns to say a word of a certain length of letters whenever the music stops.,Joe Lycett,5
1427,82,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Live: Take it in turns to say a word of a certain length of letters whenever the music stops.,Lolly Adefope,0
1428,83,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Live: Take it in turns to say a word of a certain length of letters whenever the music stops.,Mel Giedroyc,0
1429,84,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Live: Take it in turns to say a word of a certain length of letters whenever the music stops.,Noel Fielding,0
1430,85,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Decant wine from one bottle into another from an umpire chair.,Hugh Dennis,0
1431,86,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Decant wine from one bottle into another from an umpire chair.,Joe Lycett,1
1432,87,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Decant wine from one bottle into another from an umpire chair.,Lolly Adefope,0
1433,88,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Decant wine from one bottle into another from an umpire chair.,Mel Giedroyc,0
1434,89,Series 4,Episode 3: Hollowing out a baguette. (9 May 2017),Decant wine from one bottle into another from an umpire chair.,Noel Fielding,0
1435,90,Series 4,Episode 4: Friendship is truth. (16 May 2017),Prize: Most surprising picture of themselves.,Hugh Dennis,1
